,PID,Department,Name,ID,Instrument Breakdown Date,Contact Time,Suport Time,Complete Time,Type,Detail,Action,Offline/ Online Support,Suport Persion,Contact Persion,Current Status,Note,Test affected during breakdown (yes/No),Name of the test affected,No of test affected,Image,File,Unnamed: 21
93,3ce348cc,GLP,Cars and Track,CTR,2023-05-26 09:44:00,2023-05-26 09:44:00,2023-05-26 09:45:00,2023-05-26 11:14:00,Maintenance,Prevent maintenance,Maintenance,Offline,BME,,Done,,,,,,,
94,80e0c740,Hematology - Coagulation,Alinity H-series,Hq-1,2023-05-24 07:54:00,2023-05-24 08:09:00,2023-05-24 09:55:00,2023-05-25 10:00:00,Breakdown,3312-337 Vacumn pressure timeout,"Change HCB stage pump, clean vacuum container",Offline,"Mr. Tú, Mr. Tới",BME,Done,Change retic to module 2 for running on fixing state,1.0,"QC: 12 (6 Hq00699, 6 Hq00692)",12.0,report_Images/80e0c740.Image.032608.jpg,,
95,2305221536,Molecular Biology,QuantStudio 7 Pro,QS7P-02,2023-02-16 15:35:00,2023-02-16 15:35:00,2023-05-23 09:30:00,2023-05-24 17:35:00,Breakdown,#0x8865 - Unable to power up instrument,Change Main board,Offline,"Mr. Danh, Mr. Jeffry",BME,Done,,0.0,,,report_Images/2305221536.Image.083705.jpg,,
96,b0f1270a,AO,Tempus,Tempus600,2023-05-24 12:27:00,2023-05-24 12:28:00,2023-05-24 16:00:00,2023-05-24 17:30:00,Breakdown,Tube tranfer bell can't move,Tight motor pulli,Offline,Mr. Duy,BME,Done,,0.0,,,report_Images/b0f1270a.Image.114358.jpg,,
97,906fcafd,Bio-Immuno,Alinity C,AC-1,2023-05-23 09:20:00,2023-05-23 09:23:00,2023-05-23 09:25:00,2023-05-23 21:45:00,Breakdown,Reagent Carousel blocked,"Take out reagent cartridges, re-calibration carousel",Online,Mr. Vũ,BME,Done,,0.0,,,report_Images/906fcafd.Image.124623.jpg,,
98,3dabcf55,Bio-Immuno,Alinity I,AI-1,2023-05-23 12:33:00,2023-05-23 12:40:00,2023-05-23 12:43:00,2023-05-23 13:30:00,Breakdown,R2 pipettor pump motor error,"Change pump, flush wash",Online,Mr. Vũ,BME,Done,,0.0,,,report_Images/3dabcf55.Image.165401.jpg,,
99,2305221535,Molecular Biology,QuantStudio 7 Pro,QS7P-01,2023-02-16 15:35:00,2023-02-16 15:35:00,2023-05-22 09:30:00,2023-05-22 17:35:00,Breakdown,#C8148 - Cover could not be lower,"Replace sensor, main board, reconnect cables",Offline,"Mr. Danh, Mr. Jeffry",BME,Done,,0.0,,,Form_Images/2305221535QS7P-01.Image.084621.jpg,,
100,2305221,All,Sample Ladder,Lift,2023-05-22 11:55:00,,2023-05-22 13:30:00,2023-05-22 15:00:00,Breakdown,Counterweight's cable of the ladder door is broken,Connect the cable,Offline,HS,Mr. Lâm,Done,,0.0,,,Form_Images/2305221419Lift.Image.072722.jpg,,
101,2305222,GLP,Centrifuge Module,CM-03,2023-05-22 13:30:00,,2023-05-22 13:40:00,2023-05-22 14:40:00,Breakdown,AP don't accept CAR,Modify AP parameters,Offline,BME,Mr. Hoàng,Done,,0.0,,,,,
102,c4b739a7,GLP,Centrifuge Module,CM-03,2023-05-22 13:30:00,2023-05-22 13:30:00,2023-05-22 14:12:00,2023-05-22 14:30:00,Breakdown,AP can't work as expected,Adjust catch position for AP,Offline,Mr. Hoàng,BME,Done,,0.0,,,report_Images/c4b739a7.Image.040123.png,,
103,ad502970,GLP,Aliquoter Module,AM-01,2023-05-22 12:55:00,2023-05-22 12:57:00,2023-05-22 12:57:00,2023-05-22 13:10:00,Breakdown,Sample can't go in to Aliquoter Module,Reset ALQ module controller,Offline,Mr. Hoàng,BME,Done,,0.0,,,report_Images/ad502970.Image.040459.png,,
104,2305223,GLP,Stramax Connect Module,STR-01,2023-05-22 08:00:00,,2023-05-22 08:10:00,2023-05-22 09:40:00,Breakdown,Cuvette pusher blocked,"Take out all cuvette, clean area",Online,Mr. Sơn,Mr. Huy,Done,,0.0,,,Form_Images/2305221044STR-01.Image.034733.jpg,,
105,3ce348cc,GLP,Cars and Track,CTR,2023-05-19 17:04:00,2023-05-19 17:04:00,2023-05-19 05:04:00,2023-05-19 18:14:00,Maintenance,Prevent maintenance,Maintenance,Offline,BME,,Done,,,,,,,
106,2305191140,AO,Tempus,Tempus600,2023-05-19 11:33:00,,2023-05-19 11:36:00,2023-05-19 11:40:00,Breakdown,Sample not send from carousel,"Check carousel, re-align and re-power",,BME,,Done,,0.0,,,Form_Images/2305191140Tempus600.Image.044328.jpg,,
107,2305191132,GLP,Tempus Module,IOM_TIO-02,2023-05-19 09:32:00,,2023-05-19 09:43:00,2023-05-19 09:55:00,Breakdown,"Tube out of position, finger collision -> broken",Change finger,Offline,BME,,Done,,0.0,,,Form_Images/2305191132IOM_TIO-02.Image.044003.jpg,,
108,2305181335,GLP,Loader Module,LM-01,2023-05-18 13:10:00,,2023-05-18 13:15:00,2023-05-18 13:35:00,Breakdown,Module don't work,Re-start module,,BME,,Follow up,App freeze,0.0,,,Form_Images/2305181335LM-01.Image.063807.jpg,,
109,2305180134,GLP,Tempus Module,IOM_TIO-01,2023-05-17 17:29:00,,2023-05-17 17:34:00,2023-05-17 17:50:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
110,2305180137,GLP,Tempus Module,IOM_TIO-02,2023-05-17 17:29:00,,2023-05-17 17:34:00,2023-05-17 17:50:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,,,
111,13af91ee,Bio-Immuno,Thermal hygrometer,AK-05,2023-05-16 15:31:00,2023-05-16 15:41:00,2023-05-16 16:11:00,2023-05-16 17:11:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/13af91ee.Image.101207.png,,
112,429c2325,Bio-Immuno,Thermal hygrometer,AK-04,2023-05-16 15:29:00,2023-05-16 15:39:00,2023-05-16 16:09:00,2023-05-16 17:09:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/429c2325.Image.101024.png,,
113,698426ab,Bio-Immuno,Thermal hygrometer,AK-01,2023-05-16 15:28:00,2023-05-16 15:38:00,2023-05-16 16:08:00,2023-05-16 17:08:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/698426ab.Image.100925.png,,
114,c3345119,R&D,Thermal hygrometer,AK-03,2023-05-16 15:27:00,2023-05-16 15:37:00,2023-05-16 16:07:00,2023-05-16 17:07:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/c3345119.Image.100831.png,,
115,5aac0ef7,Microbiology,Thermo hygrometer,NAK-02,2023-05-16 15:16:00,2023-05-16 15:26:00,2023-05-16 15:56:00,2023-05-16 16:56:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/5aac0ef7.Image.095709.png,,
116,5426986f,ELISA,Liquid in glass Thermometer,NK-14,2023-05-16 15:07:00,2023-05-16 15:17:00,2023-05-16 15:47:00,2023-05-16 16:47:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/5426986f.Image.094836.png,,
117,449ee5d4,ELISA,Liquid in glass Thermometer,NK-10,2023-05-16 15:06:00,2023-05-16 15:16:00,2023-05-16 15:46:00,2023-05-16 16:46:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/449ee5d4.Image.094721.png,,
118,c1277417,ELISA,Liquid in glass Thermometer,NK-12,2023-05-16 15:04:00,2023-05-16 15:14:00,2023-05-16 15:44:00,2023-05-16 16:44:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/c1277417.Image.094536.png,,
119,56b734a8,Microbiology,Thermometer,NK - 03,2023-05-16 15:03:00,2023-05-16 15:13:00,2023-05-16 15:43:00,2023-05-16 16:43:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/56b734a8.Image.094437.png,,
120,29051186,Microbiology,Thermometer,NK - 02,2023-05-16 15:02:00,2023-05-16 15:12:00,2023-05-16 15:42:00,2023-05-16 16:42:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/29051186.Image.094319.png,,
121,cccf4790,Hematology - Coagulation,Timer,TI-02,2023-05-16 14:58:00,2023-05-16 15:08:00,2023-05-16 15:38:00,2023-05-16 16:38:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/cccf4790.Image.093925.png,,
122,079211ad,R&D,Pipette 1-10ul,F2-PP10,2023-05-16 14:37:00,2023-05-16 14:47:00,2023-05-16 15:17:00,2023-05-16 16:17:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/079211ad.Image.091829.png,,
123,ee93729b,R&D,Pipette 100-1000ul,F2-PP1000,2023-05-16 14:36:00,2023-05-16 14:46:00,2023-05-16 15:16:00,2023-05-16 16:16:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/ee93729b.Image.091744.png,,
124,e6c3481e,ELISA,Pipette proline,PP-12,2023-05-16 14:36:00,2023-05-16 14:46:00,2023-05-16 15:16:00,2023-05-16 16:16:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/e6c3481e.Image.091652.png,,
125,543626b7,ELISA,Finnpippet 500 microlite,PP-006,2023-05-16 14:24:00,2023-05-16 14:34:00,2023-05-16 15:04:00,2023-05-16 16:04:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/543626b7.Image.090523.png,,
126,cde9b173,R&D,Pipette 20-200ul,F2-PP200,2023-05-16 14:23:00,2023-05-16 14:33:00,2023-05-16 15:03:00,2023-05-16 16:03:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/cde9b173.Image.090428.png,,
127,7de80c3b,ELISA,Finnpipette 50 microlite,PP-002,2023-05-16 14:22:00,2023-05-16 14:32:00,2023-05-16 15:02:00,2023-05-16 16:02:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/7de80c3b.Image.090259.png,,
128,57ac026e,Microbiology,Pipette 10-100,PP - 02,2023-05-16 14:21:00,2023-05-16 14:31:00,2023-05-16 15:01:00,2023-05-16 16:01:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/57ac026e.Image.090202.png,,
129,54008da5,ELISA,Pippette,PP-008,2023-05-16 14:20:00,2023-05-16 14:30:00,2023-05-16 15:00:00,2023-05-16 16:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/54008da5.Image.090053.png,,
130,7bcf5a92,Microbiology,Pipette 0.5-10,PP - 03,2023-05-16 14:13:00,2023-05-16 14:23:00,2023-05-16 14:53:00,2023-05-16 15:53:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/7bcf5a92.Image.085937.png,,
131,cd3eb1a6,Molecular Biology,Pipette 10-100uL,PP-02,2023-05-16 14:03:00,2023-05-16 14:13:00,2023-05-16 14:43:00,2023-05-16 15:43:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/cd3eb1a6.Image.084405.png,,
132,9ef5a45c,ELISA,Humanpette 50 microlite,PP- 04,2023-05-16 13:59:00,2023-05-16 14:09:00,2023-05-16 14:39:00,2023-05-16 15:39:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/9ef5a45c.Image.084104.png,,
133,9ef5a45d,Molecular Biology,Multichannel Pipette (5-100uL),PP-04,2023-05-16 14:00:00,2023-05-16 14:09:00,2023-05-16 14:39:00,2023-05-16 15:39:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/9ef5a45d.Image.084836.png,,
134,c5ab549a,Molecular Biology,Multichannel Pipette (5-50uL),PP-05,2023-05-16 13:20:00,2023-05-16 13:30:00,2023-05-16 14:00:00,2023-05-16 15:00:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/c5ab549a.Image.080040.png,,
135,a692857b,Molecular Biology,Multichannel Pipette (30-300uL),PP-03,2023-05-16 13:18:00,2023-05-16 13:28:00,2023-05-16 13:58:00,2023-05-16 14:58:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/a692857b.Image.075931.png,,
136,2305172114,Bio-Immuno,Alinity I,AI-3,2023-05-16 09:00:00,,2023-05-16 09:09:00,2023-05-16 09:50:00,Breakdown,Shutter sensor error,"Clean shutter, sensor; Test shutter open/ close",Offline,Mr. Vũ,BME,Done,,0.0,,,Form_Images/2305172114AI-3.Image.141828.png,,
137,2305172122,Bio-Immuno,Alinity I,AI-2,2023-05-16 06:20:00,,2023-05-16 06:45:00,2023-05-16 07:10:00,Breakdown,Sample prove out of alignment,Replace sample probe,Offline,Mr. Vũ,BME,Done,,0.0,,,Form_Images/2305172122AI-2.Image.142358.png,,
138,2305131552,Bio-Immuno,Cobas e801 Analytical unit,MD-09,2023-05-13 14:37:00,,2023-05-13 14:50:00,2023-05-13 15:30:00,Breakdown,Cup sensor error,"Check and clean sensor and around area, check performance",Online,Mr. Khang,BME,Done,,0.0,,,Form_Images/2305131552MD-09.Image.085735.jpg,,
139,2305151002,GLP,Cars and Track,CTR,2023-05-12 13:55:00,,2023-05-12 14:00:00,2023-05-12 15:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
140,2305121339,GLP,Recapper Module,RM-01,2023-05-12 13:34:00,,2023-05-12 13:39:00,2023-05-12 14:00:00,Breakdown,Robotic failed,Clean and realignt,Offline,Mr. Hoàng,BME,Done,,0.0,,,Form_Images/2305121339RM-01.Image.064040.jpg,,
141,2305172118,Bio-Immuno,Alinity C,AC-3,2023-05-11 14:44:00,,2023-05-11 14:45:00,2023-05-11 15:00:00,Breakdown,R2 pipettor movement restricted,Replace R2 probe,Online,Mr. Vũ,BME,Done,,0.0,,,Form_Images/2305172118AC-3.Image.142123.png,,
142,2305111016,AO,Tempus,Tempus600,2023-05-11 09:00:00,,2023-05-11 09:05:00,2023-05-11 10:35:00,Breakdown,Tube dropped,Check and re-process,Offline,Mr. Hoang,BME,Done,,0.0,,,Form_Images/2305111016Tempus600.Image.032119.jpg,,
143,6ec0f42d,ELISA,DAR800,ELISA-02,2023-05-10 12:28:00,2023-05-10 12:38:00,2023-05-10 13:08:00,2023-05-10 14:08:00,Calibration,Annual Calibration,Calibration,Offline,EDC-HCM,BME,Done,,0.0,,,report_Images/6ec0f42d.Image.071016.png,,
144,2305100914,GLP,Cars and Track,CTR,2023-05-10 12:00:00,,2023-05-10 12:20:00,2023-05-10 12:22:00,Breakdown,Lots of car stuck,Change track parameters,,BME,,Done,,0.0,,,Form_Images/2305100914CTR.Image.021721.jpg,,
145,2305100911,GLP,Input/ Output Module,IOM-03,2023-05-10 09:06:00,,2023-05-10 09:11:00,2023-05-10 09:15:00,Breakdown,Display freeze,Reboot machine,,BME,,Done,,0.0,,,Form_Images/2305100911IOM-03.Image.021400.jpg,,
146,2305091535,GLP,Storage on SM,STORE-01,2023-05-09 15:30:00,,2023-05-09 15:35:00,2023-05-09 15:52:00,Breakdown,Left door stuck,Clean rail and restart,,BME,,Done,,0.0,,,Form_Images/2305091535STORE-01.Image.083704.jpg,,
147,2305091252,GLP,Tempus Module,IOM_TIO-01,2023-05-09 12:47:00,,2023-05-09 12:52:00,2023-05-09 13:15:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,Form_Images/2305091252IOM_TIO-01.Image.055309.jpg,,
148,2305091253,GLP,Tempus Module,IOM_TIO-02,2023-05-09 12:48:00,,2023-05-09 12:53:00,2023-05-09 13:15:00,Breakdown,Change rubber,Change Break's Rubber,Offline,BME,,Done,,0.0,,,Form_Images/2305091253IOM_TIO-02.Image.055348.jpg,,
149,2305171632,Bio-Immuno,Immulite,MD-08,2023-05-05 08:30:00,,2023-05-05 09:00:00,2023-05-05 09:32:00,Breakdown,System cannot startup,"Check main board, UPS -> out of power",Offline,Mr. Thụân An,Ms. Huyền,Done,,0.0,,,Form_Images/2305171632MD-08.Image.093629.jpg,,
150,2305041815,Molecular Biology,Momentum,MOM,2023-05-04 15:55:00,,2023-05-04 16:00:00,2023-05-04 18:00:00,Breakdown,New parameters checking,Check and re-teach mover point,,BME,,Done,,0.0,,,,,
151,2305041337,GLP,Cars and Track,CTR,2023-05-04 13:32:00,,2023-05-04 13:37:00,2023-05-04 14:37:11,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
152,3515,Hematology - Coagulation,Microcope NIKON,KHV-02,2023-05-04 13:55:00,2023-05-04 13:55:00,2023-05-04 13:55:00,2023-05-04 14:35:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Kha,BME,Done,,,,,,,
153,15325,Microbiology,Microscope,KHV-03,2023-05-04 13:55:00,2023-05-04 13:55:00,2023-05-04 13:55:00,2023-05-04 14:35:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Kha,BME,Done,,,,,,,
154,2305041053,Bio-Immuno,Alinity C,AC-3,2023-05-04 10:50:00,,2023-05-04 10:53:00,2023-05-04 11:20:00,Breakdown,App freeze,Wait and restart PC,Online,Mr. Vũ,BME,Done,,1.0,,,Form_Images/2305041053AC-3.Image.035721.jpg,,
155,2305041059,GLP,Storage on SM,STORE-01,2023-05-04 10:54:00,,2023-05-04 10:59:00,2023-05-04 11:10:00,Breakdown,Device don't work,Restart,Online,Mr. Hoàng,BME,Done,,0.0,,,Form_Images/2305041059STORE-01.Image.040100.jpg,,
156,2305031612,Bio-Immuno,RO system Abbott,RO-HP,2023-05-03 13:55:00,,2023-05-03 14:00:00,2023-05-03 15:00:00,Breakdown,Water leaked,"Fix tight, change filtering coarse",Offline,Mr. Tâm,Mrs. Tuyên,Done,,0.0,,,Form_Images/2305031612RO-HP.Image.091521.jpg,,
157,2305031605,Bio-Immuno,Alinity C,AC-3,2023-05-03 10:30:00,,2023-05-03 11:00:00,2023-05-03 11:20:00,Breakdown,Sample probe bended,Change probe,Offline,Mr. Tới,Ms. Trân,Done,Decap failed - lot 2244015-2023-12-31,0.0,,,Form_Images/2305031605AC-3.Image.091145.jpg,,
158,2305171050,Microbiology,Class II Biosafety Cabinet,ATSH-02,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171050ATSH-02.Image.035756.png,,
159,2305171100,Microbiology,Class II Biosafety Cabinet,ATSH-03,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171100ATSH-03.Image.040108.png,,
160,2305171051,Microbiology,Class II Biosafety Cabinet,ATSH-04,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171051ATSH-04.Image.035810.png,,
161,2305171058,Molecular Biology,Class II Biosafety Cabinet,BSC-01,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171058BSC-01.Image.035938.png,,
162,2305171101,Microbiology,Electronic scales,CAN-01,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171101CAN-01.Image.040148.png,,
163,2305171046,Cyto Lab,FUME HOOD,FH-01,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 23:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305171046FH-01.Image.035745.png,,
164,25399c03,Cyto Lab,OVEN,OVEN-01,2023-04-28 15:39:00,2023-04-28 15:49:00,2023-04-28 16:19:00,2023-04-28 17:19:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/25399c03.Image.102023.png,,
165,5906258c,Bio-Immuno,Refrigerator HAIER,TL-011,2023-04-28 15:37:00,2023-04-28 15:47:00,2023-04-28 16:17:00,2023-04-28 17:17:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/5906258c.Image.101837.png,,
166,671b73fa,Warehouse,Refrigerator HAIER,TL-012,2023-04-28 15:36:00,2023-04-28 15:46:00,2023-04-28 16:16:00,2023-04-28 17:16:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/671b73fa.Image.101707.png,,
167,2305181252,Molecular Biology,Centrifuge,LT-01,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181252LT-01.Image.055309.png,,
168,2305181245,AO,Centrifuge,LT-011,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181245LT-011.Image.054701.png,,
169,2305181242,AO,Centrifuge,LT-012,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181242LT-012.Image.054517.png,,
170,2305181253,Bio-Immuno,Cold centrifuge,LTL-01,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181253LTL-01.Image.055510.png,,
171,2305181256,Bio-Immuno,VORTEX machine,ML- 01,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/2305181256.Image.092725.png,,
172,2305181257,ELISA,VORTEX machine,ML-02,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181257ML-02.Image.055743.png,,
173,2305181255,R&D,Máy lắc Microplate,MP01,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/2305181255.Image.092040.png,,
174,123213,Microbiology,Autoclaves SA - 300VF,NH-01,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,,,
175,2305181259,Microbiology,Autoclaves SA - 300VF,NH-02,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181259NH-02.Image.055940.png,,
176,2305181258,Microbiology,Loop sterilizer,NH-03,2023-04-28 13:55:00,2023-04-28 14:00:00,2023-04-28 14:00:00,2023-04-28 16:30:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,Form_Images/2305181258NH-03.Image.055844.png,,
177,74091334,Microbiology,Electronic scales,CAN-01,2023-04-28 13:12:00,2023-04-28 14:00:00,2023-04-28 13:52:00,2023-04-28 14:52:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/74091334.Image.075252.png,,
178,bbe9a311,ELISA,Refrigerator SANAKY,TL-007,2023-04-28 13:10:00,2023-04-28 14:00:00,2023-04-28 13:50:00,2023-04-28 14:50:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/bbe9a311.Image.075138.png,,
179,5b198520,Microbiology,Refrigerator Sanaky,TL-01,2023-04-28 13:09:00,2023-04-28 14:00:00,2023-04-28 13:49:00,2023-04-28 14:49:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/5b198520.Image.075025.png,,
180,707c5c9d,Hematology - Coagulation,Refrigerator SANAKY 800L,TL-008,2023-04-28 13:08:00,2023-04-28 14:00:00,2023-04-28 13:48:00,2023-04-28 14:48:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/707c5c9d.Image.074857.png,,
181,c8bc7016,Bio-Immuno,Refrigerator Sanyo ,TL-002,2023-04-28 13:07:00,2023-04-28 13:17:00,2023-04-28 13:47:00,2023-04-28 14:47:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/c8bc7016.Image.074743.png,,
182,9a40b371,Microbiology,Refrigerator Sanaky,TL-02,2023-04-28 13:05:00,2023-04-28 13:15:00,2023-04-28 13:45:00,2023-04-28 14:45:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/9a40b371.Image.074628.png,,
183,dc915ae7,Bio-Immuno,Refrigerator PANASONIC,TL-010,2023-04-28 13:04:00,2023-04-28 13:14:00,2023-04-28 13:44:00,2023-04-28 14:44:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/dc915ae7.Image.074506.png,,
184,e3e91680,Microbiology,"Firlabo Incubator 37°C 
",TU-01,2023-04-28 13:02:00,2023-04-28 13:12:00,2023-04-28 13:42:00,2023-04-28 14:42:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/e3e91680.Image.074239.png,,
185,b948cf13,ELISA,INCUBATOR,TU-02,2023-04-28 13:02:00,2023-04-28 13:12:00,2023-04-28 13:42:00,2023-04-28 14:42:00,Calibration,Annual Calibration,Calibration,Offline,CTCR3,BME,Done,,0.0,,,report_Images/b948cf13.Image.074338.png,,
186,2304271534,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-04-27 11:29:00,,2023-04-27 12:05:00,2023-04-27 15:42:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Huy,BME,Done,Probe 1 still can't work,0.0,,,,,
187,2304271510,Microbiology,Urine Cell Analyzer UF-4000,UF-01,2023-04-27 10:51:00,,2023-04-27 13:22:00,2023-04-27 13:58:00,Breakdown,UPS out of batteries,Replace the batteries for UPS,Offline,Mr. Đại,Ms. Hân,Done,,0.0,,,,,
188,2304271827,GLP,Centrifuge Module,CM-03,2023-04-27 12:55:00,,2023-04-27 13:00:00,2023-04-27 13:15:00,Breakdown,AP can't access CAR,Modify parameters,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
189,2304261926,Hematology - Coagulation,Rida qLine Allergy,Rida,2023-04-26 14:55:00,,2023-04-26 15:00:00,2023-04-26 15:30:00,Maintenance,Prevent maintenance,Maintenance,Offline,Mr. Quân,BME,Done,Scheduled,0.0,,,,,
